bekommen;dostat;to get/receive;core500 A1_Core_200_Most_Frequent_Words
finden;najít;to find;core500 A1_Core_200_Most_Frequent_Words
schreiben;psát;to write;core500 A1_Core_200_Most_Frequent_Words
lesen;číst;to read;core500 A1_Core_200_Most_Frequent_Words
sprechen;mluvit;to speak;core500 A1_Core_200_Most_Frequent_Words
leben;žít;to live;core500 A1_Core_200_Most_Frequent_Words
stehen;stát;to stand;core500 A1_Core_200_Most_Frequent_Words
sitzen;sedět;to sit;core500 A1_Core_200_Most_Frequent_Words
essen;jíst;to eat;core500 A1_Core_200_Most_Frequent_Words
trinken;pít;to drink;core500 A1_Core_200_Most_Frequent_Words
schlafen;spát;to sleep;core500 A1_Core_200_Most_Frequent_Words
sterben;umřít/zemřít;to die;core500 A1_Core_200_Most_Frequent_Words
geboren werden;narodit se;to be born;core500 A1_Core_200_Most_Frequent_Words
lieben;milovat;to love;core500 A1_Core_200_Most_Frequent_Words
arbeiten;pracovat;to work;core500 A1_Core_200_Most_Frequent_Words
spielen;hrát;to play;core500 A1_Core_200_Most_Frequent_Words
kaufen;koupit;to buy;core500 A1_Core_200_Most_Frequent_Words
bezahlen;zaplatit;to pay;core500 A1_Core_200_Most_Frequent_Words
fragen;ptát se;to ask;core500 A1_Core_200_Most_Frequent_Words
antworten;odpovědět;to answer;core500 A1_Core_200_Most_Frequent_Words
anfangen/beginnen;začít;to begin;core500 A1_Core_200_Most_Frequent_Words
aufhören/beenden;skončit;to end/finish;core500 A1_Core_200_Most_Frequent_Words
gut;dobrý;good;core500 A1_Core_200_Most_Frequent_Words
schlecht;špatný/zlý;bad;core500 A1_Core_200_Most_Frequent_Words
groß;velký;big;core500 A1_Core_200_Most_Frequent_Words
klein;malý;small;core500 A1_Core_200_Most_Frequent_Words
neu;nový;new;core500 A1_Core_200_Most_Frequent_Words
alt;starý;old;core500 A1_Core_200_Most_Frequent_Words
lang;dlouhý;long;core500 A1_Core_200_Most_Frequent_Words
kurz;krátký;short;core500 A1_Core_200_Most_Frequent_Words
erster;první;first;core500 A1_Core_200_Most_Frequent_Words
letzter;poslední;last;core500 A1_Core_200_Most_Frequent_Words
rechter/richtig;pravý;right/correct;core500 A1_Core_200_Most_Frequent_Words
linker;levý;left;core500 A1_Core_200_Most_Frequent_Words
ganz/ganzer;celý;whole/entire;core500 A1_Core_200_Most_Frequent_Words
wichtig;důležitý;important;core500 A1_Core_200_Most_Frequent_Words
möglich;možný;possible;core500 A1_Core_200_Most_Frequent_Words
nötig/notwendig;nutný/potřebný;necessary;core500 A1_Core_200_Most_Frequent_Words
schwer/schwierig;těžký;heavy/difficult;core500 A1_Core_200_Most_Frequent_Words
leicht/einfach;lehký/snadný;light/easy;core500 A1_Core_200_Most_Frequent_Words
schnell;rychlý;fast;core500 A1_Core_200_Most_Frequent_Words
langsam;pomalý;slow;core500 A1_Core_200_Most_Frequent_Words
leise/ruhig/still;tichý;quiet;core500 A1_Core_200_Most_Frequent_Words
laut;hlasitý;loud;core500 A1_Core_200_Most_Frequent_Words
voll;plný;full;core500 A1_Core_200_Most_Frequent_Words
leer;prázdný;empty;core500 A1_Core_200_Most_Frequent_Words
offen;otevřený;open;core500 A1_Core_200_Most_Frequent_Words
geschlossen;zavřený;closed;core500 A1_Core_200_Most_Frequent_Words
lebendig;živý;alive;core500 A1_Core_200_Most_Frequent_Words
tot;mrtvý;dead;core500 A1_Core_200_Most_Frequent_Words
frei;volný;free;core500 A1_Core_200_Most_Frequent_Words
wo;kde;where;core500 A1_Core_200_Most_Frequent_Words
wann;kdy;when;core500 A1_Core_200_Most_Frequent_Words
wie;jak;how;core500 A1_Core_200_Most_Frequent_Words
warum;proč;why;core500 A1_Core_200_Most_Frequent_Words
wie viel;kolik;how much/many;core500 A1_Core_200_Most_Frequent_Words
ja;ano/jo;yes;core500 A1_Core_200_Most_Frequent_Words
nein;ne;no;core500 A1_Core_200_Most_Frequent_Words
hier;tady/zde;here;core500 A1_Core_200_Most_Frequent_Words
dort/da;tam;there;core500 A1_Core_200_Most_Frequent_Words
jetzt;teď/nyní;now;core500 A1_Core_200_Most_Frequent_Words
dann/danach;potom/pak;then/after;core500 A1_Core_200_Most_Frequent_Words
noch;ještě;still/yet;core500 A1_Core_200_Most_Frequent_Words
schon;už/již;already;core500 A1_Core_200_Most_Frequent_Words
immer;vždy/vždycky;always;core500 A1_Core_200_Most_Frequent_Words
nie/niemals;nikdy;never;core500 A1_Core_200_Most_Frequent_Words
manchmal;někdy;sometimes;core500 A1_Core_200_Most_Frequent_Words
oft;často;often;core500 A1_Core_200_Most_Frequent_Words
selten;málokdy/zřídka;rarely;core500 A1_Core_200_Most_Frequent_Words
sehr;velmi/moc;very;core500 A1_Core_200_Most_Frequent_Words
auch;taky/také;also/too;core500 A1_Core_200_Most_Frequent_Words
nur;jen/jenom;only;core500 A1_Core_200_Most_Frequent_Words
vielleicht;asi/možná;maybe/perhaps;core500 A1_Core_200_Most_Frequent_Words
wirklich;opravdu/skutečně;really;core500 A1_Core_200_Most_Frequent_Words
natürlich;samozřejmě;of course;core500 A1_Core_200_Most_Frequent_Words
leider;bohužel;unfortunately;core500 A1_Core_200_Most_Frequent_Words
zum Glück;naštěstí;fortunately;core500 A1_Core_200_Most_Frequent_Words
aber;ale;but;core500 A1_Core_200_Most_Frequent_Words
oder;nebo;or;core500 A1_Core_200_Most_Frequent_Words
weil/denn;protože;because;core500 A1_Core_200_Most_Frequent_Words
wenn/falls;jestli/pokud;if;core500 A1_Core_200_Most_Frequent_Words
als/wenn;když;when (conj);core500 A1_Core_200_Most_Frequent_Words
dass;že;that (conj);core500 A1_Core_200_Most_Frequent_Words
um...zu/damit;aby/žeby;in order to;core500 A1_Core_200_Most_Frequent_Words
obwohl;ačkoli/i když;although;core500 A1_Core_200_Most_Frequent_Words
als (comparison);než;than;core500 A1_Core_200_Most_Frequent_Words
wie;jako;as/like;core500 A1_Core_200_Most_Frequent_Words
sogar;dokonce;even;core500 A1_Core_200_Most_Frequent_Words
trotzdem;přesto;nevertheless;core500 A1_Core_200_Most_Frequent_Words
deshalb/darum;proto;therefore;core500 A1_Core_200_Most_Frequent_Words
Zeit;čas;time;core500 A1_Core_200_Most_Frequent_Words
Jahr;rok;year;core500 A1_Core_200_Most_Frequent_Words
Tag;den;day;core500 A1_Core_200_Most_Frequent_Words
Stunde;hodina;hour;core500 A1_Core_200_Most_Frequent_Words
Minute;minuta;minute;core500 A1_Core_200_Most_Frequent_Words
Welt;svět;world;core500 A1_Core_200_Most_Frequent_Words
Land/Erde;země;land/country;core500 A1_Core_200_Most_Frequent_Words
Leben;život;life;core500 A1_Core_200_Most_Frequent_Words
Tod;smrt;death;core500 A1_Core_200_Most_Frequent_Words
Mensch;člověk;person/human;core500 A1_Core_200_Most_Frequent_Words
Frau;žena;woman;core500 A1_Core_200_Most_Frequent_Words
Mann;muž;man;core500 A1_Core_200_Most_Frequent_Words
Kind;dítě;child;core500 A1_Core_200_Most_Frequent_Words
Ding/Sache;věc;thing;core500 A1_Core_200_Most_Frequent_Words
Ort/Platz;místo;place;core500 A1_Core_200_Most_Frequent_Words
Weg/Straße;cesta;way/road;core500 A1_Core_200_Most_Frequent_Words
Arbeit;práce;work;core500 A1_Core_200_Most_Frequent_Words
Wort;slovo;word;core500 A1_Core_200_Most_Frequent_Words
Frage;otázka;question;core500 A1_Core_200_Most_Frequent_Words
Antwort;odpověď;answer;core500 A1_Core_200_Most_Frequent_Words
Geschichte;příběh;story;core500 A1_Core_200_Most_Frequent_Words
Seite;strana;side/page;core500 A1_Core_200_Most_Frequent_Words
Hand;ruka;hand;core500 A1_Core_200_Most_Frequent_Words
Auge;oko;eye;core500 A1_Core_200_Most_Frequent_Words
Gesicht;tvář/obličej;face;core500 A1_Core_200_Most_Frequent_Words
Herz;srdce;heart;core500 A1_Core_200_Most_Frequent_Words
Haus;dům;house;core500 A1_Core_200_Most_Frequent_Words
Stadt;město;city;core500 A1_Core_200_Most_Frequent_Words
Wasser;voda;water;core500 A1_Core_200_Most_Frequent_Words
Essen;jídlo;food;core500 A1_Core_200_Most_Frequent_Words
Geld;peníze;money;core500 A1_Core_200_Most_Frequent_Words
Buch;kniha;book;core500 A1_Core_200_Most_Frequent_Words
Brief/Nachricht;dopis/zpráva;letter/message;core500 A1_Core_200_Most_Frequent_Words
Schule;škola;school;core500 A1_Core_200_Most_Frequent_Words
Problem;problém;problem;core500 A1_Core_200_Most_Frequent_Words
Gesetz;zákon;law;core500 A1_Core_200_Most_Frequent_Words
Kraft/Stärke;síla;force/strength;core500 A1_Core_200_Most_Frequent_Words
Wahrheit;pravda;truth;core500 A1_Core_200_Most_Frequent_Words
in;v/ve;in;core500 A1_Core_200_Most_Frequent_Words
auf/an;na;on;core500 A1_Core_200_Most_Frequent_Words
aus/von;z/ze;from/out of;core500 A1_Core_200_Most_Frequent_Words
zu/nach/in;do;to/into;core500 A1_Core_200_Most_Frequent_Words
mit;s/se;with;core500 A1_Core_200_Most_Frequent_Words
ohne;bez;without;core500 A1_Core_200_Most_Frequent_Words
für;pro/za;for;core500 A1_Core_200_Most_Frequent_Words
von/ab;od;from;core500 A1_Core_200_Most_Frequent_Words
nach;po;after/along;core500 A1_Core_200_Most_Frequent_Words
vor;před;before/in front;core500 A1_Core_200_Most_Frequent_Words
hinter;za;behind/for;core500 A1_Core_200_Most_Frequent_Words
zwischen;mezi;between;core500 A1_Core_200_Most_Frequent_Words
über;nad;above;core500 A1_Core_200_Most_Frequent_Words
unter;pod;under;core500 A1_Core_200_Most_Frequent_Words
neben;vedle;next to;core500 A1_Core_200_Most_Frequent_Words
um...herum;kolem;around;core500 A1_Core_200_Most_Frequent_Words
durch;skrz/přes;through;core500 A1_Core_200_Most_Frequent_Words
während;během;during;core500 A1_Core_200_Most_Frequent_Words
laut/gemäß;podle;according to;core500 A1_Core_200_Most_Frequent_Words
wegen;kvůli;because of;core500 A1_Core_200_Most_Frequent_Words
außer;kromě;except/besides;core500 A1_Core_200_Most_Frequent_Words
gegen;proti;against;core500 A1_Core_200_Most_Frequent_Words
zu;k/ke;toward;core500 A1_Core_200_Most_Frequent_Words
bitte;prosím;please;core500 A1_Core_200_Most_Frequent_Words
danke;děkuji;thank you;core500 A1_Core_200_Most_Frequent_Words
Entschuldigung;promiňte;sorry/excuse me;core500 A1_Core_200_Most_Frequent_Words
gehen;chodit;to go (habitually);core500 B1_Core_Verbs_Top_100
fahren;jet;to go (by vehicle);core500 B1_Core_Verbs_Top_100
fahren;jezdit;to go by vehicle (hab.);core500 B1_Core_Verbs_Top_100
laufen/rennen;běžet;to run;core500 B1_Core_Verbs_Top_100
fliegen;letět;to fly;core500 B1_Core_Verbs_Top_100
schwimmen;plavat;to swim;core500 B1_Core_Verbs_Top_100
tragen;nést;to carry;core500 B1_Core_Verbs_Top_100
zurückkehren;vrátit se;to return;core500 B1_Core_Verbs_Top_100
aufstehen;vstát;to stand up;core500 B1_Core_Verbs_Top_100
sagen;říkat/říci;to say;core500 B1_Core_Verbs_Top_100
erklären;vysvětlit;to explain;core500 B1_Core_Verbs_Top_100
verstehen;rozumět;to understand;core500 B1_Core_Verbs_Top_100
zustimmen;souhlasit;to agree;core500 B1_Core_Verbs_Top_100
nicht zustimmen;nesouhlasit;to disagree;core500 B1_Core_Verbs_Top_100
versprechen;slíbit;to promise;core500 B1_Core_Verbs_Top_100
sich beschweren;stěžovat si;to complain;core500 B1_Core_Verbs_Top_100
kennen;znát;to know (person/thing);core500 B1_Core_Verbs_Top_100
sich erinnern;pamatovat si;to remember;core500 B1_Core_Verbs_Top_100
vergessen;zapomenout;to forget;core500 B1_Core_Verbs_Top_100
lernen;učit se;to learn;core500 B1_Core_Verbs_Top_100
lehren/unterrichten;učit;to teach;core500 B1_Core_Verbs_Top_100
sich entscheiden;rozhodnout se;to decide;core500 B1_Core_Verbs_Top_100
glauben;věřit;to believe;core500 B1_Core_Verbs_Top_100
zweifeln;pochybovat;to doubt;core500 B1_Core_Verbs_Top_100
ändern/verändern;měnit/změnit;to change;core500 B1_Core_Verbs_Top_100
verbessern;zlepšit;to improve;core500 B1_Core_Verbs_Top_100
verschlechtern;zhoršit;to worsen;core500 B1_Core_Verbs_Top_100
versuchen/probieren;zkusit/vyzkoušet;to try;core500 B1_Core_Verbs_Top_100
brauchen;potřebovat;to need;core500 B1_Core_Verbs_Top_100
fühlen;cítit;to feel;core500 B1_Core_Verbs_Top_100
gefallen;líbit se;to like/appeal;core500 B1_Core_Verbs_Top_100
hassen;nenávidět;to hate;core500 B1_Core_Verbs_Top_100
Angst haben;bát se;to be afraid;core500 B1_Core_Verbs_Top_100
sich freuen;těšit se;to look forward to;core500 B1_Core_Verbs_Top_100
sich schämen;stydět se;to be ashamed;core500 B1_Core_Verbs_Top_100
neiden/beneiden;závidět;to envy;core500 B1_Core_Verbs_Top_100
überraschen;překvapit;to surprise;core500 B1_Core_Verbs_Top_100
sich langweilen;nudit se;to be bored;core500 B1_Core_Verbs_Top_100
helfen;pomáhat/pomoci;to help;core500 B1_Core_Verbs_Top_100
schicken/senden;poslat;to send;core500 B1_Core_Verbs_Top_100
warten;čekat;to wait;core500 B1_Core_Verbs_Top_100
suchen;hledat;to search;core500 B1_Core_Verbs_Top_100
zeigen;ukázat;to show;core500 B1_Core_Verbs_Top_100
verstecken;schovit/schovat;to hide;core500 B1_Core_Verbs_Top_100
existieren;existovat;to exist;core500 B1_Core_Verbs_Top_100
werden/geschehen;stát se;to become/happen;core500 B1_Core_Verbs_Top_100
gehören;patřit;to belong;core500 B1_Core_Verbs_Top_100
abhängen;záviset;to depend;core500 B1_Core_Verbs_Top_100
enthalten;obsahovat;to contain;core500 B1_Core_Verbs_Top_100
bedeuten;znamenat;to mean;core500 B1_Core_Verbs_Top_100
scheinen;zdát se;to seem;core500 B1_Core_Verbs_Top_100
kosten;stát (za);to cost;core500 B1_Core_Verbs_Top_100
hören;slyšet;to hear;core500 B1_Core_Verbs_Top_100
schauen/sehen;dívat se;to look/watch;core500 B1_Core_Verbs_Top_100
zuhören;poslouchat;to listen;core500 B1_Core_Verbs_Top_100
riechen;cítit (vůni);to smell;core500 B1_Core_Verbs_Top_100
schmecken;chutnat;to taste;core500 B1_Core_Verbs_Top_100
berühren;dotknout se;to touch;core500 B1_Core_Verbs_Top_100
liegen;ležet;to lie (down);core500 B1_Core_Verbs_Top_100
öffnen;otevřít;to open;core500 B1_Core_Verbs_Top_100
schließen;zavřít;to close;core500 B1_Core_Verbs_Top_100
einschalten;zapnout;to turn on;core500 B1_Core_Verbs_Top_100
ausschalten;vypnout;to turn off;core500 B1_Core_Verbs_Top_100
waschen;umýt;to wash;core500 B1_Core_Verbs_Top_100
anziehen;obléct (se);to dress;core500 B1_Core_Verbs_Top_100
ausziehen;svléct (se);to undress;core500 B1_Core_Verbs_Top_100
erlauben;dovolit;to allow;core500 B1_Core_Verbs_Top_100
verbieten;zakázat;to forbid;core500 B1_Core_Verbs_Top_100
vorschlagen;navrhnout;to suggest;core500 B1_Core_Verbs_Top_100
vergleichen;porovnat;to compare;core500 B1_Core_Verbs_Top_100
voraussetzen;předpokládat;to assume;core500 B1_Core_Verbs_Top_100
unterstützen;podpořit;to support;core500 B1_Core_Verbs_Top_100
schaffen/erstellen;vytvořit;to create;core500 B1_Core_Verbs_Top_100
zerstören;zničit;to destroy;core500 B1_Core_Verbs_Top_100
gewinnen;vyhrát;to win;core500 B1_Core_Verbs_Top_100
verlieren;prohrát;to lose;core500 B1_Core_Verbs_Top_100
hallo/hi;ahoj;hello/hi;core500 A1_01_Greetings_and_Introductions
null;nula;zero;core500 A1_02_Numbers_and_Time
Mutter/Mama;matka/máma;mother/mom;core500 A1_03_Family_and_People
Brot;chléb/chleba;bread;core500 A1_05_Food_and_Drink
aufstehen;vstávat;to get up;core500 A1_06_Daily_Routine
guten Tag;dobrý den;good day;core500 A1_01_Greetings_and_Introductions
Wohnung;byt;apartment/flat;core500 A1_04_Home_and_Living
eins;jeden;one;core500 A1_02_Numbers_and_Time
Vater/Papa;otec/táta;father/dad;core500 A1_03_Family_and_People
Straße;ulice;street;core500 A1_07_10_City_Shopping_Weather_Hobbies
Butter;máslo;butter;core500 A1_05_Food_and_Drink
sich waschen;umýt se;to wash oneself;core500 A1_06_Daily_Routine
guten Morgen;dobré ráno;good morning;core500 A1_01_Greetings_and_Introductions
Zimmer;pokoj;room;core500 A1_04_Home_and_Living
zwei;dva;two;core500 A1_02_Numbers_and_Time
Sohn;syn;son;core500 A1_03_Family_and_People
Platz;náměstí;square;core500 A1_07_10_City_Shopping_Weather_Hobbies
Käse;sýr;cheese;core500 A1_05_Food_and_Drink
Zähne putzen;čistit si zuby;brush teeth;core500 A1_06_Daily_Routine
guten Abend;dobrý večer;good evening;core500 A1_01_Greetings_and_Introductions
Küche;kuchyně;kitchen;core500 A1_04_Home_and_Living
drei;tři;three;core500 A1_02_Numbers_and_Time
Tochter;dcera;daughter;core500 A1_03_Family_and_People
Brücke;most;bridge;core500 A1_07_10_City_Shopping_Weather_Hobbies
Fleisch;maso;meat;core500 A1_05_Food_and_Drink
sich anziehen;oblékat se;to get dressed;core500 A1_06_Daily_Routine
gute Nacht;dobrou noc;good night;core500 A1_01_Greetings_and_Introductions
Badezimmer;koupelna;bathroom;core500 A1_04_Home_and_Living
vier;čtyři;four;core500 A1_02_Numbers_and_Time
Bruder;bratr;brother;core500 A1_03_Family_and_People
Kirche;kostel;church;core500 A1_07_10_City_Shopping_Weather_Hobbies
Fisch;ryba;fish;core500 A1_05_Food_and_Drink
frühstücken;snídat;to have breakfast;core500 A1_06_Daily_Routine
auf Wiedersehen;na shledanou;goodbye;core500 A1_01_Greetings_and_Introductions
Schlafzimmer;ložnice;bedroom;core500 A1_04_Home_and_Living
fünf;pět;five;core500 A1_02_Numbers_and_Time
Schwester;sestra;sister;core500 A1_03_Family_and_People
Krankenhaus;nemocnice;hospital;core500 A1_07_10_City_Shopping_Weather_Hobbies
Hähnchen/Huhn;kuře/kuřecí;chicken;core500 A1_05_Food_and_Drink
zur Arbeit gehen;jít do práce;go to work;core500 A1_06_Daily_Routine
tschüss;čau/čus;bye;core500 A1_01_Greetings_and_Introductions
Wohnzimmer;obývací pokoj;living room;core500 A1_04_Home_and_Living
sechs;šest;six;core500 A1_02_Numbers_and_Time
Großmutter/Oma;babička;grandmother;core500 A1_03_Family_and_People
Ei;vejce;egg;core500 A1_05_Food_and_Drink
Toilette/WC;záchod/toaleta;toilet;core500 A1_04_Home_and_Living
sieben;sedm;seven;core500 A1_02_Numbers_and_Time
Großvater/Opa;dědeček;grandfather;core500 A1_03_Family_and_People
Geschäft/Laden;obchod;shop;core500 A1_07_10_City_Shopping_Weather_Hobbies
Milch;mléko;milk;core500 A1_05_Food_and_Drink
Mittag essen;obědvat;to have lunch;core500 A1_06_Daily_Routine
Garten;zahrada;garden;core500 A1_04_Home_and_Living
acht;osm;eight;core500 A1_02_Numbers_and_Time
Ehemann/Mann;manžel;husband;core500 A1_03_Family_and_People
Restaurant;restaurace;restaurant;core500 A1_07_10_City_Shopping_Weather_Hobbies
Reis;rýže;rice;core500 A1_05_Food_and_Drink
zurückkommen;vracet se;to come back;core500 A1_06_Daily_Routine
Garage;garáž;garage;core500 A1_04_Home_and_Living
neun;devět;nine;core500 A1_02_Numbers_and_Time
Ehefrau/Frau;manželka;wife;core500 A1_03_Family_and_People
Bahnhof;nádraží;train station;core500 A1_07_10_City_Shopping_Weather_Hobbies
Kartoffel;brambory;potato;core500 A1_05_Food_and_Drink
kochen;vařit;to cook;core500 A1_06_Daily_Routine
Keller;sklep;cellar;core500 A1_04_Home_and_Living
zehn;deset;ten;core500 A1_02_Numbers_and_Time
Onkel;strýc;uncle;core500 A1_03_Family_and_People
links;vlevo;left;core500 A1_07_10_City_Shopping_Weather_Hobbies
Zwiebel;cibule;onion;core500 A1_05_Food_and_Drink
Abend essen;večeřet;to have dinner;core500 A1_06_Daily_Routine
Dachboden;podkroví;attic;core500 A1_04_Home_and_Living
elf;jedenáct;eleven;core500 A1_02_Numbers_and_Time
Tante;teta;aunt;core500 A1_03_Family_and_People
rechts;vpravo;right;core500 A1_07_10_City_Shopping_Weather_Hobbies
Knoblauch;česnek;garlic;core500 A1_05_Food_and_Drink
gut;dobře;good/fine;core500 A1_01_Greetings_and_Introductions
Treppe;schodiště;stairs;core500 A1_04_Home_and_Living
zwölf;dvanáct;twelve;core500 A1_02_Numbers_and_Time
Cousin;bratranec;cousin (m);core500 A1_03_Family_and_People
geradeaus;rovně/přímo;straight;core500 A1_07_10_City_Shopping_Weather_Hobbies
Tomate;rajče;tomato;core500 A1_05_Food_and_Drink
willkommen;vítejte;welcome;core500 A1_01_Greetings_and_Introductions
Stockwerk/Etage;patro/poschodí;floor/story;core500 A1_04_Home_and_Living
dreizehn;třináct;thirteen;core500 A1_02_Numbers_and_Time
Cousine;sestřenice;cousin (f);core500 A1_03_Family_and_People
nah;blízko;near;core500 A1_07_10_City_Shopping_Weather_Hobbies
Apfel;jablko;apple;core500 A1_05_Food_and_Drink
Decke;strop;ceiling;core500 A1_04_Home_and_Living
vierzehn;čtrnáct;fourteen;core500 A1_02_Numbers_and_Time
Enkel;vnuk;grandson;core500 A1_03_Family_and_People
weit;daleko;far;core500 A1_07_10_City_Shopping_Weather_Hobbies
Suppe;polévka;soup;core500 A1_05_Food_and_Drink
morgens;ráno;in the morning;core500 A1_06_Daily_Routine
Boden/Fußboden;podlaha;floor;core500 A1_04_Home_and_Living
fünfzehn;patnáct;fifteen;core500 A1_02_Numbers_and_Time
Enkelin;vnučka;granddaughter;core500 A1_03_Family_and_People
kaufen;kupovat;to buy;core500 A1_07_10_City_Shopping_Weather_Hobbies
vormittags;dopoledne;before noon;core500 A1_06_Daily_Routine
freut mich;rád(a) tě poznávám;nice to meet you;core500 A1_01_Greetings_and_Introductions
Wand;stěna/zeď;wall;core500 A1_04_Home_and_Living
sechzehn;šestnáct;sixteen;core500 A1_02_Numbers_and_Time
Schwiegervater;tchán;father-in-law;core500 A1_03_Family_and_People
verkaufen;prodávat;to sell;core500 A1_07_10_City_Shopping_Weather_Hobbies
Tee;čaj;tea;core500 A1_05_Food_and_Drink
mittags;v poledne;at noon;core500 A1_06_Daily_Routine
ich verstehe;rozumím;I understand;core500 A1_01_Greetings_and_Introductions
Fenster;okno;window;core500 A1_04_Home_and_Living
siebzehn;sedmnáct;seventeen;core500 A1_02_Numbers_and_Time
Schwiegermutter;tchyně;mother-in-law;core500 A1_03_Family_and_People
zahlen/bezahlen;platit;to pay;core500 A1_07_10_City_Shopping_Weather_Hobbies
Kaffee;káva;coffee;core500 A1_05_Food_and_Drink
nachmittags;odpoledne;in the afternoon;core500 A1_06_Daily_Routine
ich verstehe nicht;nerozumím;I don't understand;core500 A1_01_Greetings_and_Introductions
Tür;dveře;door;core500 A1_04_Home_and_Living
achtzehn;osmnáct;eighteen;core500 A1_02_Numbers_and_Time
Schwager;švagr;brother-in-law;core500 A1_03_Family_and_People
Bier;pivo;beer;core500 A1_05_Food_and_Drink
abends;večer;in the evening;core500 A1_06_Daily_Routine
ich weiß nicht;nevím;I don't know;core500 A1_01_Greetings_and_Introductions
Dach;střecha;roof;core500 A1_04_Home_and_Living
neunzehn;devatenáct;nineteen;core500 A1_02_Numbers_and_Time
Preis;cena;price;core500 A1_07_10_City_Shopping_Weather_Hobbies
Wein;víno;wine;core500 A1_05_Food_and_Drink
nachts;v noci;at night;core500 A1_06_Daily_Routine
Tisch;stůl;table;core500 A1_04_Home_and_Living
zwanzig;dvacet;twenty;core500 A1_02_Numbers_and_Time
billig/günstig;levný;cheap;core500 A1_07_10_City_Shopping_Weather_Hobbies
Saft;džus/šťáva;juice;core500 A1_05_Food_and_Drink
Stuhl;židle;chair;core500 A1_04_Home_and_Living
dreißig;třicet;thirty;core500 A1_02_Numbers_and_Time
teuer;drahý;expensive;core500 A1_07_10_City_Shopping_Weather_Hobbies
Bett;postel;bed;core500 A1_04_Home_and_Living
vierzig;čtyřicet;forty;core500 A1_02_Numbers_and_Time
Rabatt;sleva;discount;core500 A1_07_10_City_Shopping_Weather_Hobbies
Frühstück;snídaně;breakfast;core500 A1_05_Food_and_Drink
Schrank;skříň;wardrobe;core500 A1_04_Home_and_Living
fünfzig;padesát;fifty;core500 A1_02_Numbers_and_Time
Junge;chlapec/kluk;boy;core500 A1_03_Family_and_People
Größe;velikost;size;core500 A1_07_10_City_Shopping_Weather_Hobbies
Mittagessen;oběd;lunch;core500 A1_05_Food_and_Drink
Regal;police/regál;shelf;core500 A1_04_Home_and_Living
sechzig;šedesát;sixty;core500 A1_02_Numbers_and_Time
Mädchen;dívka/holka;girl;core500 A1_03_Family_and_People
weiß;bílý;white;core500 A1_07_10_City_Shopping_Weather_Hobbies
Abendessen;večeře;dinner;core500 A1_05_Food_and_Drink
Lampe;lampa;lamp;core500 A1_04_Home_and_Living
siebzig;sedmdesát;seventy;core500 A1_02_Numbers_and_Time
Freund;přítel/kamarád;friend;core500 A1_03_Family_and_People
schwarz;černý;black;core500 A1_07_10_City_Shopping_Weather_Hobbies
Speisekarte/Menü;jídelní lístek;menu;core500 A1_05_Food_and_Drink
Spiegel;zrcadlo;mirror;core500 A1_04_Home_and_Living
