хороший/добрый;dobrý;good;core500 A1_Core_200_Most_Frequent_Words
плохой;špatný/zlý;bad;core500 A1_Core_200_Most_Frequent_Words
большой;velký;big;core500 A1_Core_200_Most_Frequent_Words
маленький;malý;small;core500 A1_Core_200_Most_Frequent_Words
новый;nový;new;core500 A1_Core_200_Most_Frequent_Words
старый;starý;old;core500 A1_Core_200_Most_Frequent_Words
длинный/долгий;dlouhý;long;core500 A1_Core_200_Most_Frequent_Words
короткий;krátký;short;core500 A1_Core_200_Most_Frequent_Words
первый;první;first;core500 A1_Core_200_Most_Frequent_Words
последний;poslední;last;core500 A1_Core_200_Most_Frequent_Words
правый/правильный;pravý;right/correct;core500 A1_Core_200_Most_Frequent_Words
левый;levý;left;core500 A1_Core_200_Most_Frequent_Words
целый/весь;celý;whole/entire;core500 A1_Core_200_Most_Frequent_Words
важный;důležitý;important;core500 A1_Core_200_Most_Frequent_Words
возможный;možný;possible;core500 A1_Core_200_Most_Frequent_Words
нужный/необходимый;nutný/potřebný;necessary;core500 A1_Core_200_Most_Frequent_Words
тяжёлый/трудный;těžký;heavy/difficult;core500 A1_Core_200_Most_Frequent_Words
лёгкий;lehký/snadný;light/easy;core500 A1_Core_200_Most_Frequent_Words
быстрый;rychlý;fast;core500 A1_Core_200_Most_Frequent_Words
медленный;pomalý;slow;core500 A1_Core_200_Most_Frequent_Words
тихий;tichý;quiet;core500 A1_Core_200_Most_Frequent_Words
громкий;hlasitý;loud;core500 A1_Core_200_Most_Frequent_Words
полный;plný;full;core500 A1_Core_200_Most_Frequent_Words
пустой;prázdný;empty;core500 A1_Core_200_Most_Frequent_Words
открытый;otevřený;open;core500 A1_Core_200_Most_Frequent_Words
закрытый;zavřený;closed;core500 A1_Core_200_Most_Frequent_Words
живой;živý;alive;core500 A1_Core_200_Most_Frequent_Words
мёртвый;mrtvý;dead;core500 A1_Core_200_Most_Frequent_Words
свободный;volný;free;core500 A1_Core_200_Most_Frequent_Words
где;kde;where;core500 A1_Core_200_Most_Frequent_Words
когда;kdy;when;core500 A1_Core_200_Most_Frequent_Words
как;jak;how;core500 A1_Core_200_Most_Frequent_Words
почему;proč;why;core500 A1_Core_200_Most_Frequent_Words
сколько;kolik;how much/many;core500 A1_Core_200_Most_Frequent_Words
да;ano/jo;yes;core500 A1_Core_200_Most_Frequent_Words
нет;ne;no;core500 A1_Core_200_Most_Frequent_Words
тут/здесь;tady/zde;here;core500 A1_Core_200_Most_Frequent_Words
там;tam;there;core500 A1_Core_200_Most_Frequent_Words
сейчас/теперь;teď/nyní;now;core500 A1_Core_200_Most_Frequent_Words
потом;potom/pak;then/after;core500 A1_Core_200_Most_Frequent_Words
ещё;ještě;still/yet;core500 A1_Core_200_Most_Frequent_Words
уже;už/již;already;core500 A1_Core_200_Most_Frequent_Words
всегда;vždy/vždycky;always;core500 A1_Core_200_Most_Frequent_Words
никогда;nikdy;never;core500 A1_Core_200_Most_Frequent_Words
иногда;někdy;sometimes;core500 A1_Core_200_Most_Frequent_Words
часто;často;often;core500 A1_Core_200_Most_Frequent_Words
редко;málokdy/zřídka;rarely;core500 A1_Core_200_Most_Frequent_Words
очень;velmi/moc;very;core500 A1_Core_200_Most_Frequent_Words
тоже/также;taky/také;also/too;core500 A1_Core_200_Most_Frequent_Words
только;jen/jenom;only;core500 A1_Core_200_Most_Frequent_Words
может быть;asi/možná;maybe/perhaps;core500 A1_Core_200_Most_Frequent_Words
действительно;opravdu/skutečně;really;core500 A1_Core_200_Most_Frequent_Words
конечно;samozřejmě;of course;core500 A1_Core_200_Most_Frequent_Words
к сожалению;bohužel;unfortunately;core500 A1_Core_200_Most_Frequent_Words
к счастью;naštěstí;fortunately;core500 A1_Core_200_Most_Frequent_Words
но;ale;but;core500 A1_Core_200_Most_Frequent_Words
или;nebo;or;core500 A1_Core_200_Most_Frequent_Words
потому что;protože;because;core500 A1_Core_200_Most_Frequent_Words
если;jestli/pokud;if;core500 A1_Core_200_Most_Frequent_Words
когда;když;when (conj);core500 A1_Core_200_Most_Frequent_Words
что;že;that (conj);core500 A1_Core_200_Most_Frequent_Words
чтобы;aby/žeby;in order to;core500 A1_Core_200_Most_Frequent_Words
хотя;ačkoli/i když;although;core500 A1_Core_200_Most_Frequent_Words
чем;než;than;core500 A1_Core_200_Most_Frequent_Words
как;jako;as/like;core500 A1_Core_200_Most_Frequent_Words
даже;dokonce;even;core500 A1_Core_200_Most_Frequent_Words
тем не менее;přesto;nevertheless;core500 A1_Core_200_Most_Frequent_Words
поэтому;proto;therefore;core500 A1_Core_200_Most_Frequent_Words
время;čas;time;core500 A1_Core_200_Most_Frequent_Words
год;rok;year;core500 A1_Core_200_Most_Frequent_Words
день;den;day;core500 A1_Core_200_Most_Frequent_Words
час;hodina;hour;core500 A1_Core_200_Most_Frequent_Words
минута;minuta;minute;core500 A1_Core_200_Most_Frequent_Words
мир/свет;svět;world;core500 A1_Core_200_Most_Frequent_Words
земля/страна;země;land/country;core500 A1_Core_200_Most_Frequent_Words
жизнь;život;life;core500 A1_Core_200_Most_Frequent_Words
смерть;smrt;death;core500 A1_Core_200_Most_Frequent_Words
человек;člověk;person/human;core500 A1_Core_200_Most_Frequent_Words
женщина;žena;woman;core500 A1_Core_200_Most_Frequent_Words
мужчина;muž;man;core500 A1_Core_200_Most_Frequent_Words
ребёнок;dítě;child;core500 A1_Core_200_Most_Frequent_Words
вещь;věc;thing;core500 A1_Core_200_Most_Frequent_Words
место;místo;place;core500 A1_Core_200_Most_Frequent_Words
дорога/путь;cesta;way/road;core500 A1_Core_200_Most_Frequent_Words
работа;práce;work;core500 A1_Core_200_Most_Frequent_Words
слово;slovo;word;core500 A1_Core_200_Most_Frequent_Words
вопрос;otázka;question;core500 A1_Core_200_Most_Frequent_Words
ответ;odpověď;answer;core500 A1_Core_200_Most_Frequent_Words
история/рассказ;příběh;story;core500 A1_Core_200_Most_Frequent_Words
сторона/страница;strana;side/page;core500 A1_Core_200_Most_Frequent_Words
рука;ruka;hand;core500 A1_Core_200_Most_Frequent_Words
глаз;oko;eye;core500 A1_Core_200_Most_Frequent_Words
лицо;tvář/obličej;face;core500 A1_Core_200_Most_Frequent_Words
сердце;srdce;heart;core500 A1_Core_200_Most_Frequent_Words
дом;dům;house;core500 A1_Core_200_Most_Frequent_Words
город;město;city;core500 A1_Core_200_Most_Frequent_Words
вода;voda;water;core500 A1_Core_200_Most_Frequent_Words
еда;jídlo;food;core500 A1_Core_200_Most_Frequent_Words
деньги;peníze;money;core500 A1_Core_200_Most_Frequent_Words
книга;kniha;book;core500 A1_Core_200_Most_Frequent_Words
письмо/сообщение;dopis/zpráva;letter/message;core500 A1_Core_200_Most_Frequent_Words
школа;škola;school;core500 A1_Core_200_Most_Frequent_Words
проблема;problém;problem;core500 A1_Core_200_Most_Frequent_Words
закон;zákon;law;core500 A1_Core_200_Most_Frequent_Words
сила;síla;force/strength;core500 A1_Core_200_Most_Frequent_Words
правда;pravda;truth;core500 A1_Core_200_Most_Frequent_Words
на;na;on;core500 A1_Core_200_Most_Frequent_Words
из;z/ze;from/out of;core500 A1_Core_200_Most_Frequent_Words
в/до;do;to/into;core500 A1_Core_200_Most_Frequent_Words
с/со;s/se;with;core500 A1_Core_200_Most_Frequent_Words
без;bez;without;core500 A1_Core_200_Most_Frequent_Words
для/за;pro/za;for;core500 A1_Core_200_Most_Frequent_Words
от;od;from;core500 A1_Core_200_Most_Frequent_Words
по;po;after/along;core500 A1_Core_200_Most_Frequent_Words
перед;před;before/in front;core500 A1_Core_200_Most_Frequent_Words
за;za;behind/for;core500 A1_Core_200_Most_Frequent_Words
между;mezi;between;core500 A1_Core_200_Most_Frequent_Words
над;nad;above;core500 A1_Core_200_Most_Frequent_Words
под;pod;under;core500 A1_Core_200_Most_Frequent_Words
рядом;vedle;next to;core500 A1_Core_200_Most_Frequent_Words
вокруг;kolem;around;core500 A1_Core_200_Most_Frequent_Words
через;skrz/přes;through;core500 A1_Core_200_Most_Frequent_Words
во время;během;during;core500 A1_Core_200_Most_Frequent_Words
по/согласно;podle;according to;core500 A1_Core_200_Most_Frequent_Words
из-за;kvůli;because of;core500 A1_Core_200_Most_Frequent_Words
кроме;kromě;except/besides;core500 A1_Core_200_Most_Frequent_Words
против;proti;against;core500 A1_Core_200_Most_Frequent_Words
пожалуйста;prosím;please;core500 A1_Core_200_Most_Frequent_Words
спасибо;děkuji;thank you;core500 A1_Core_200_Most_Frequent_Words
извините;promiňte;sorry/excuse me;core500 A1_Core_200_Most_Frequent_Words
ходить;chodit;to go (habitually);core500 B1_Core_Verbs_Top_100
ехать;jet;to go (by vehicle);core500 B1_Core_Verbs_Top_100
ездить;jezdit;to go by vehicle (hab.);core500 B1_Core_Verbs_Top_100
бежать/бегать;běžet;to run;core500 B1_Core_Verbs_Top_100
лететь/летать;letět;to fly;core500 B1_Core_Verbs_Top_100
плавать;plavat;to swim;core500 B1_Core_Verbs_Top_100
нести/носить;nést;to carry;core500 B1_Core_Verbs_Top_100
вернуться;vrátit se;to return;core500 B1_Core_Verbs_Top_100
встать;vstát;to stand up;core500 B1_Core_Verbs_Top_100
сказать/говорить;říkat/říci;to say;core500 B1_Core_Verbs_Top_100
объяснить;vysvětlit;to explain;core500 B1_Core_Verbs_Top_100
понимать;rozumět;to understand;core500 B1_Core_Verbs_Top_100
соглашаться;souhlasit;to agree;core500 B1_Core_Verbs_Top_100
не соглашаться;nesouhlasit;to disagree;core500 B1_Core_Verbs_Top_100
обещать;slíbit;to promise;core500 B1_Core_Verbs_Top_100
жаловаться;stěžovat si;to complain;core500 B1_Core_Verbs_Top_100
знать;znát;to know (person/thing);core500 B1_Core_Verbs_Top_100
помнить;pamatovat si;to remember;core500 B1_Core_Verbs_Top_100
забыть;zapomenout;to forget;core500 B1_Core_Verbs_Top_100
учиться;učit se;to learn;core500 B1_Core_Verbs_Top_100
учить/преподавать;učit;to teach;core500 B1_Core_Verbs_Top_100
решить;rozhodnout se;to decide;core500 B1_Core_Verbs_Top_100
верить;věřit;to believe;core500 B1_Core_Verbs_Top_100
сомневаться;pochybovat;to doubt;core500 B1_Core_Verbs_Top_100
менять/изменить;měnit/změnit;to change;core500 B1_Core_Verbs_Top_100
улучшить;zlepšit;to improve;core500 B1_Core_Verbs_Top_100
ухудшить;zhoršit;to worsen;core500 B1_Core_Verbs_Top_100
попробовать;zkusit/vyzkoušet;to try;core500 B1_Core_Verbs_Top_100
нуждаться;potřebovat;to need;core500 B1_Core_Verbs_Top_100
чувствовать;cítit;to feel;core500 B1_Core_Verbs_Top_100
нравиться;líbit se;to like/appeal;core500 B1_Core_Verbs_Top_100
ненавидеть;nenávidět;to hate;core500 B1_Core_Verbs_Top_100
бояться;bát se;to be afraid;core500 B1_Core_Verbs_Top_100
радоваться;těšit se;to look forward to;core500 B1_Core_Verbs_Top_100
стыдиться;stydět se;to be ashamed;core500 B1_Core_Verbs_Top_100
завидовать;závidět;to envy;core500 B1_Core_Verbs_Top_100
удивить;překvapit;to surprise;core500 B1_Core_Verbs_Top_100
скучать;nudit se;to be bored;core500 B1_Core_Verbs_Top_100
помогать/помочь;pomáhat/pomoci;to help;core500 B1_Core_Verbs_Top_100
послать;poslat;to send;core500 B1_Core_Verbs_Top_100
ждать;čekat;to wait;core500 B1_Core_Verbs_Top_100
искать;hledat;to search;core500 B1_Core_Verbs_Top_100
показать;ukázat;to show;core500 B1_Core_Verbs_Top_100
спрятать;schovit/schovat;to hide;core500 B1_Core_Verbs_Top_100
существовать;existovat;to exist;core500 B1_Core_Verbs_Top_100
стать/случиться;stát se;to become/happen;core500 B1_Core_Verbs_Top_100
принадлежать;patřit;to belong;core500 B1_Core_Verbs_Top_100
зависеть;záviset;to depend;core500 B1_Core_Verbs_Top_100
содержать;obsahovat;to contain;core500 B1_Core_Verbs_Top_100
значить/означать;znamenat;to mean;core500 B1_Core_Verbs_Top_100
казаться;zdát se;to seem;core500 B1_Core_Verbs_Top_100
стоить;stát (za);to cost;core500 B1_Core_Verbs_Top_100
слышать;slyšet;to hear;core500 B1_Core_Verbs_Top_100
смотреть;dívat se;to look/watch;core500 B1_Core_Verbs_Top_100
слушать;poslouchat;to listen;core500 B1_Core_Verbs_Top_100
чувствовать (запах);cítit (vůni);to smell;core500 B1_Core_Verbs_Top_100
коснуться;dotknout se;to touch;core500 B1_Core_Verbs_Top_100
лежать;ležet;to lie (down);core500 B1_Core_Verbs_Top_100
открыть;otevřít;to open;core500 B1_Core_Verbs_Top_100
закрыть;zavřít;to close;core500 B1_Core_Verbs_Top_100
включить;zapnout;to turn on;core500 B1_Core_Verbs_Top_100
выключить;vypnout;to turn off;core500 B1_Core_Verbs_Top_100
помыть;umýt;to wash;core500 B1_Core_Verbs_Top_100
одеть(ся);obléct (se);to dress;core500 B1_Core_Verbs_Top_100
раздеть(ся);svléct (se);to undress;core500 B1_Core_Verbs_Top_100
позволить;dovolit;to allow;core500 B1_Core_Verbs_Top_100
запретить;zakázat;to forbid;core500 B1_Core_Verbs_Top_100
предложить;navrhnout;to suggest;core500 B1_Core_Verbs_Top_100
сравнить;porovnat;to compare;core500 B1_Core_Verbs_Top_100
предполагать;předpokládat;to assume;core500 B1_Core_Verbs_Top_100
поддержать;podpořit;to support;core500 B1_Core_Verbs_Top_100
создать;vytvořit;to create;core500 B1_Core_Verbs_Top_100
уничтожить;zničit;to destroy;core500 B1_Core_Verbs_Top_100
выиграть;vyhrát;to win;core500 B1_Core_Verbs_Top_100
проиграть;prohrát;to lose;core500 B1_Core_Verbs_Top_100
привет;ahoj;hello/hi;core500 A1_01_Greetings_and_Introductions
ноль;nula;zero;core500 A1_02_Numbers_and_Time
мать/мама;matka/máma;mother/mom;core500 A1_03_Family_and_People
хлеб;chléb/chleba;bread;core500 A1_05_Food_and_Drink
вставать;vstávat;to get up;core500 A1_06_Daily_Routine
добрый день;dobrý den;good day;core500 A1_01_Greetings_and_Introductions
квартира;byt;apartment/flat;core500 A1_04_Home_and_Living
один;jeden;one;core500 A1_02_Numbers_and_Time
отец/папа;otec/táta;father/dad;core500 A1_03_Family_and_People
улица;ulice;street;core500 A1_07_10_City_Shopping_Weather_Hobbies
масло;máslo;butter;core500 A1_05_Food_and_Drink
мыться;umýt se;to wash oneself;core500 A1_06_Daily_Routine
доброе утро;dobré ráno;good morning;core500 A1_01_Greetings_and_Introductions
комната;pokoj;room;core500 A1_04_Home_and_Living
два;dva;two;core500 A1_02_Numbers_and_Time
сын;syn;son;core500 A1_03_Family_and_People
площадь;náměstí;square;core500 A1_07_10_City_Shopping_Weather_Hobbies
сыр;sýr;cheese;core500 A1_05_Food_and_Drink
чистить зубы;čistit si zuby;brush teeth;core500 A1_06_Daily_Routine
добрый вечер;dobrý večer;good evening;core500 A1_01_Greetings_and_Introductions
кухня;kuchyně;kitchen;core500 A1_04_Home_and_Living
три;tři;three;core500 A1_02_Numbers_and_Time
дочь;dcera;daughter;core500 A1_03_Family_and_People
мост;most;bridge;core500 A1_07_10_City_Shopping_Weather_Hobbies
мясо;maso;meat;core500 A1_05_Food_and_Drink
одеваться;oblékat se;to get dressed;core500 A1_06_Daily_Routine
спокойной ночи;dobrou noc;good night;core500 A1_01_Greetings_and_Introductions
ванная;koupelna;bathroom;core500 A1_04_Home_and_Living
четыре;čtyři;four;core500 A1_02_Numbers_and_Time
брат;bratr;brother;core500 A1_03_Family_and_People
церковь;kostel;church;core500 A1_07_10_City_Shopping_Weather_Hobbies
рыба;ryba;fish;core500 A1_05_Food_and_Drink
завтракать;snídat;to have breakfast;core500 A1_06_Daily_Routine
до свидания;na shledanou;goodbye;core500 A1_01_Greetings_and_Introductions
спальня;ložnice;bedroom;core500 A1_04_Home_and_Living
пять;pět;five;core500 A1_02_Numbers_and_Time
сестра;sestra;sister;core500 A1_03_Family_and_People
больница;nemocnice;hospital;core500 A1_07_10_City_Shopping_Weather_Hobbies
курица;kuře/kuřecí;chicken;core500 A1_05_Food_and_Drink
идти на работу;jít do práce;go to work;core500 A1_06_Daily_Routine
пока;čau/čus;bye;core500 A1_01_Greetings_and_Introductions
гостиная;obývací pokoj;living room;core500 A1_04_Home_and_Living
шесть;šest;six;core500 A1_02_Numbers_and_Time
бабушка;babička;grandmother;core500 A1_03_Family_and_People
яйцо;vejce;egg;core500 A1_05_Food_and_Drink
туалет;záchod/toaleta;toilet;core500 A1_04_Home_and_Living
семь;sedm;seven;core500 A1_02_Numbers_and_Time
дедушка;dědeček;grandfather;core500 A1_03_Family_and_People
магазин;obchod;shop;core500 A1_07_10_City_Shopping_Weather_Hobbies
молоко;mléko;milk;core500 A1_05_Food_and_Drink
обедать;obědvat;to have lunch;core500 A1_06_Daily_Routine
сад;zahrada;garden;core500 A1_04_Home_and_Living
восемь;osm;eight;core500 A1_02_Numbers_and_Time
муж;manžel;husband;core500 A1_03_Family_and_People
ресторан;restaurace;restaurant;core500 A1_07_10_City_Shopping_Weather_Hobbies
рис;rýže;rice;core500 A1_05_Food_and_Drink
возвращаться;vracet se;to come back;core500 A1_06_Daily_Routine
гараж;garáž;garage;core500 A1_04_Home_and_Living
девять;devět;nine;core500 A1_02_Numbers_and_Time
жена;manželka;wife;core500 A1_03_Family_and_People
вокзал;nádraží;train station;core500 A1_07_10_City_Shopping_Weather_Hobbies
картошка/картофель;brambory;potato;core500 A1_05_Food_and_Drink
готовить;vařit;to cook;core500 A1_06_Daily_Routine
подвал;sklep;cellar;core500 A1_04_Home_and_Living
десять;deset;ten;core500 A1_02_Numbers_and_Time
дядя;strýc;uncle;core500 A1_03_Family_and_People
налево;vlevo;left;core500 A1_07_10_City_Shopping_Weather_Hobbies
лук;cibule;onion;core500 A1_05_Food_and_Drink
ужинать;večeřet;to have dinner;core500 A1_06_Daily_Routine
чердак;podkroví;attic;core500 A1_04_Home_and_Living
одиннадцать;jedenáct;eleven;core500 A1_02_Numbers_and_Time
тётя;teta;aunt;core500 A1_03_Family_and_People
направо;vpravo;right;core500 A1_07_10_City_Shopping_Weather_Hobbies
чеснок;česnek;garlic;core500 A1_05_Food_and_Drink
хорошо;dobře;good/fine;core500 A1_01_Greetings_and_Introductions
лестница;schodiště;stairs;core500 A1_04_Home_and_Living
двенадцать;dvanáct;twelve;core500 A1_02_Numbers_and_Time
двоюродный брат;bratranec;cousin (m);core500 A1_03_Family_and_People
прямо;rovně/přímo;straight;core500 A1_07_10_City_Shopping_Weather_Hobbies
помидор;rajče;tomato;core500 A1_05_Food_and_Drink
добро пожаловать;vítejte;welcome;core500 A1_01_Greetings_and_Introductions
этаж;patro/poschodí;floor/story;core500 A1_04_Home_and_Living
тринадцать;třináct;thirteen;core500 A1_02_Numbers_and_Time
двоюродная сестра;sestřenice;cousin (f);core500 A1_03_Family_and_People
близко;blízko;near;core500 A1_07_10_City_Shopping_Weather_Hobbies
яблоко;jablko;apple;core500 A1_05_Food_and_Drink
потолок;strop;ceiling;core500 A1_04_Home_and_Living
четырнадцать;čtrnáct;fourteen;core500 A1_02_Numbers_and_Time
внук;vnuk;grandson;core500 A1_03_Family_and_People
далеко;daleko;far;core500 A1_07_10_City_Shopping_Weather_Hobbies
суп;polévka;soup;core500 A1_05_Food_and_Drink
утром;ráno;in the morning;core500 A1_06_Daily_Routine
пол;podlaha;floor;core500 A1_04_Home_and_Living
пятнадцать;patnáct;fifteen;core500 A1_02_Numbers_and_Time
внучка;vnučka;granddaughter;core500 A1_03_Family_and_People
покупать;kupovat;to buy;core500 A1_07_10_City_Shopping_Weather_Hobbies
до обеда;dopoledne;before noon;core500 A1_06_Daily_Routine
приятно познакомиться;rád(a) tě poznávám;nice to meet you;core500 A1_01_Greetings_and_Introductions
стена;stěna/zeď;wall;core500 A1_04_Home_and_Living
шестнадцать;šestnáct;sixteen;core500 A1_02_Numbers_and_Time
тесть/свёкор;tchán;father-in-law;core500 A1_03_Family_and_People
продавать;prodávat;to sell;core500 A1_07_10_City_Shopping_Weather_Hobbies
чай;čaj;tea;core500 A1_05_Food_and_Drink
в полдень;v poledne;at noon;core500 A1_06_Daily_Routine
я понимаю;rozumím;I understand;core500 A1_01_Greetings_and_Introductions
окно;okno;window;core500 A1_04_Home_and_Living
семнадцать;sedmnáct;seventeen;core500 A1_02_Numbers_and_Time
тёща/свекровь;tchyně;mother-in-law;core500 A1_03_Family_and_People
платить;platit;to pay;core500 A1_07_10_City_Shopping_Weather_Hobbies
кофе;káva;coffee;core500 A1_05_Food_and_Drink
после обеда;odpoledne;in the afternoon;core500 A1_06_Daily_Routine
я не понимаю;nerozumím;I don't understand;core500 A1_01_Greetings_and_Introductions
дверь;dveře;door;core500 A1_04_Home_and_Living
восемнадцать;osmnáct;eighteen;core500 A1_02_Numbers_and_Time
пиво;pivo;beer;core500 A1_05_Food_and_Drink
вечером;večer;in the evening;core500 A1_06_Daily_Routine
я не знаю;nevím;I don't know;core500 A1_01_Greetings_and_Introductions
крыша;střecha;roof;core500 A1_04_Home_and_Living
девятнадцать;devatenáct;nineteen;core500 A1_02_Numbers_and_Time
цена;cena;price;core500 A1_07_10_City_Shopping_Weather_Hobbies
вино;víno;wine;core500 A1_05_Food_and_Drink
ночью;v noci;at night;core500 A1_06_Daily_Routine
стол;stůl;table;core500 A1_04_Home_and_Living
двадцать;dvacet;twenty;core500 A1_02_Numbers_and_Time
дешёвый;levný;cheap;core500 A1_07_10_City_Shopping_Weather_Hobbies
сок;džus/šťáva;juice;core500 A1_05_Food_and_Drink
стул;židle;chair;core500 A1_04_Home_and_Living
тридцать;třicet;thirty;core500 A1_02_Numbers_and_Time
дорогой;drahý;expensive;core500 A1_07_10_City_Shopping_Weather_Hobbies
кровать;postel;bed;core500 A1_04_Home_and_Living
сорок;čtyřicet;forty;core500 A1_02_Numbers_and_Time
скидка;sleva;discount;core500 A1_07_10_City_Shopping_Weather_Hobbies
завтрак;snídaně;breakfast;core500 A1_05_Food_and_Drink
шкаф;skříň;wardrobe;core500 A1_04_Home_and_Living
пятьдесят;padesát;fifty;core500 A1_02_Numbers_and_Time
мальчик/парень;chlapec/kluk;boy;core500 A1_03_Family_and_People
размер;velikost;size;core500 A1_07_10_City_Shopping_Weather_Hobbies
обед;oběd;lunch;core500 A1_05_Food_and_Drink
полка;police/regál;shelf;core500 A1_04_Home_and_Living
шестьдесят;šedesát;sixty;core500 A1_02_Numbers_and_Time
девушка/девочка;dívka/holka;girl;core500 A1_03_Family_and_People
белый;bílý;white;core500 A1_07_10_City_Shopping_Weather_Hobbies
ужин;večeře;dinner;core500 A1_05_Food_and_Drink
лампа;lampa;lamp;core500 A1_04_Home_and_Living
семьдесят;sedmdesát;seventy;core500 A1_02_Numbers_and_Time
друг;přítel/kamarád;friend;core500 A1_03_Family_and_People
чёрный;černý;black;core500 A1_07_10_City_Shopping_Weather_Hobbies
меню;jídelní lístek;menu;core500 A1_05_Food_and_Drink
зеркало;zrcadlo;mirror;core500 A1_04_Home_and_Living
восемьдесят;osmdesát;eighty;core500 A1_02_Numbers_and_Time
сосед;soused;neighbor;core500 A1_03_Family_and_People
красный;červený;red;core500 A1_07_10_City_Shopping_Weather_Hobbies
заказ;objednávka;order;core500 A1_05_Food_and_Drink
ковёр;koberec;carpet;core500 A1_04_Home_and_Living
девяносто;devadesát;ninety;core500 A1_02_Numbers_and_Time
синий/голубой;modrý;blue;core500 A1_07_10_City_Shopping_Weather_Hobbies
счёт;účet;bill;core500 A1_05_Food_and_Drink
диван;gauč/pohovka;sofa/couch;core500 A1_04_Home_and_Living
сто;sto;hundred;core500 A1_02_Numbers_and_Time
молодой;mladý;young;core500 A1_03_Family_and_People
зелёный;zelený;green;core500 A1_07_10_City_Shopping_Weather_Hobbies
официант;číšník;waiter;core500 A1_05_Food_and_Drink
холодильник;lednice/lednička;fridge;core500 A1_04_Home_and_Living
понедельник;pondělí;Monday;core500 A1_02_Numbers_and_Time
